hgnc_symbol	rank
SMCO4	7.8671748509738215
	7.8593777870277846
INTS12	7.853097897036559
HBS1L	7.850602487948363
UGGT1	7.849895265734817
MRPS15	7.82270730864974
PAWR	7.821653181409734
MEGF9	7.820161774323124
G0S2	7.813656902332657
CDC37	7.798251140208881
SEL1L	7.7781607274850275
	7.761067232177481
NPLOC4	7.760973612321145
TIMM23	7.7597087095351025
CTNNBIP1	7.753805103542398
PARP6	7.745476815061779
C9orf78	7.732619094211401
	7.6993457068245865
CBX1	7.695651564621667
KIF1C	7.6888316062201785
DDX52	7.676621527274585
CLCN3	7.672956640681923
KLHL23	7.672511752326514
RPS6KA3	7.671475785904927
SYNCRIP	7.669995655873225
ACBD5	7.667270455223792
IDH1	7.66388530405688
SNX3	7.653477164250523
ZDHHC7	7.63926484602601
	7.634790821157484
CSDE1	7.629474147179397
MEIS1	7.627989924360773
MARCH8	7.625474397361342
PPM1A	7.6110214049988425
BECN1	7.592087016163961
RDH14	7.58022555043017
OLA1P1	7.574258990154457
C19orf47	7.5583465922795625
FAM3C	7.536528524776951
GOLGA1	7.533888631253491
MTERF	7.533011194600679
RCAN2	7.526969471271932
GMNN	7.514887126359315
	7.5087555876423435
THOC7	7.508311403179649
ACOT13	7.497088781293168
REXO4	7.491591328078471
SEPHS1	7.473040251923073
FAM78A	7.448596144661496
ST13P15	7.43139337277573
TPM2	7.430206053743298
CGGBP1	7.427734828176916
PARP1	7.40551985820653
NUDT5	7.3924197415370445
GNS	7.386191122167717
CEP112	7.375753288216634
	7.368764408166098
MYH6	7.364050506973963
MTRF1	7.359931258496261
ENSA	7.3597143923990105
KCTD9	7.341672864631586
COPRS	7.329373310002378
ATG3	7.3246034628943635
	7.321173766147962
ELAC2	7.313229124750105
YBX1P10	7.312830631752397
N4BP2L2	7.3002251269034355
COX4I1P1	7.293770621410808
CCDC92	7.292904175174593
PHKA2	7.2794925233679075
PPP6R1	7.250725985767595
SERBP1P6	7.246417305672818
ICAM3	7.2404009608980635
WDR26	7.224914242042301
FBXL4	7.218237866526398
LPCAT3	7.217624933619611
SNX4	7.210825289863902
TIMMDC1	7.20912626535315
HDHD2	7.1993584649835345
ASB8	7.190784962004684
DROSHA	7.168923824776508
RPAP3	7.16623512546745
MBD2	7.164170269630865
PPP6C	7.161578265706101
POC1B	7.160814155194089
	7.157487261175442
SERPINA3	7.143405294528598
WDR7	7.143310397922654
BOLA2	7.142568467496933
	7.140784904160794
AGAP1	7.138333073111621
PSMD7	7.136433570421379
FAM98A	7.122294408935797
MTERFD1	7.121674281078206
	7.116604225056131
TTC13	7.100265449605021
HP1BP3	7.098770801313614
SNX13	7.093777892414899
RNF157	7.068863775998792
RPL39P3	7.067125533109426
C9orf72	7.063544062623575
YBX1P2	7.060582753233736
EIF4E	7.060112234548353
TPT1	7.059911654114033
DBI	7.059582501542424
ZHX3	7.052548203321461
HIST1H1C	7.050131402130203
TRAPPC6B	7.041291597528902
PTGES3P3	7.040161335037055
	7.038559068191225
TLK1	7.036926108840894
USP28	7.031886108350057
TMEM53	7.027650912988638
	7.023411568622106
DSP	7.022239882785357
EFTUD2	7.021828868246077
NGF	7.005915672458241
DNAJC19	7.000965395625306
FH	6.998454921784862
LSAMP	6.9967333921167665
PSMD12	6.9837737335354815
CKAP5	6.9785117967365515
MRPS36P1	6.978177136032625
SPTY2D1	6.973709922217853
APOBEC2	6.953806932288611
MORF4	6.952004363413791
EIF3A	6.947266670420127
DYNC1I1	6.942910998689625
	6.942662444121639
ZMYND19	6.94185720470939
PMP22	6.939341410697892
PVRL1	6.933652678989654
BTF3P5	6.930516763825615
	6.917836606907653
FAM213A	6.911226751435696
ART3	6.910892362641319
TFDP2	6.908560121136388
GTF2F1	6.906490223277923
PRDX1	6.905642571897847
RPS25	6.90348950208204
	6.9007618813187674
PET112	6.895871420581411
CHMP4BP1	6.895536396320636
	6.895469900659872
MRPL50P2	6.893003077129824
	6.888374353225937
GPT2	6.874008953748783
WAC-AS1	6.872606698541081
RAC1P2	6.870680103298214
PTPRU	6.865177371497247
	6.85460175766569
RPL6	6.853549184875788
ALS2	6.851654799686892
ZBTB44	6.850365797675363
RNF6	6.836376603504252
NPTN	6.824102151833787
PA2G4P4	6.8147777274774635
C11orf48	6.810926939552136
PEX2	6.802730096720882
C1orf43	6.802085298798169
RHOT1	6.794200666326318
LMBRD2	6.791869409128336
ARL3	6.791101184740317
RSU1	6.782636758817162
	6.7643413137896005
SLC36A4	6.759736807613066
RBM41	6.7515659725750865
PGD	6.740765220451748
PSMD7P1	6.723864577253858
TIMM9	6.722101652656165
OPTN	6.710771469478982
PPARG	6.695941003316402
	6.695043791505219
NXN	6.692236133546769
DYM	6.686692692702634
	6.674355301910112
GDI2	6.660637338583847
UQCRBP1	6.651083246501011
FCN3	6.64631736380959
RPS7P10	6.644319639977326
ASUN	6.640889588692308
SLC25A19	6.635762399050459
RANGAP1	6.635296158898275
SURF4	6.622617417774861
	6.616745383249506
ST6GALNAC2	6.598568741629138
	6.595541462583914
LPHN1	6.593825421385517
	6.590381974462753
KIAA0196	6.582102907910115
NEK10	6.573565483291019
BTF3P7	6.569626683969303
C9orf129	6.569461658808922
ELF2	6.567914375321201
TIMM21	6.561044585040066
RPS2P46	6.557555798529482
RANBP3	6.551748074206417
IMPA2	6.545467573470132
ATF4P3	6.538745663889889
GTF3A	6.537374231073518
	6.513928680232971
GAREM	6.503256272061481
DRAM2	6.489420254320272
DYNC1I2	6.477959179007239
C1orf115	6.4745537681065715
GPR155	6.46960545072071
COMMD3-BMI1	6.469032944197163
CAMSAP1	6.453702333617064
LARP6	6.453169142006908
BEND7	6.451625552889413
MTUS2	6.4458380101928014
DIS3L	6.444321160907999
SYAP1	6.4400181052525935
SNRPGP2	6.4368043633830725
	6.421830966702184
PPP1R14BP3	6.409131933265471
CLIP1	6.406390775240007
EIF4BP7	6.404621560568744
LSM10	6.401415878476005
PDAP1	6.39427837140378
CACYBP	6.369911216919602
LYSMD3	6.367933741791571
SPATA24	6.360537016233821
VPRBP	6.356419706883918
STK24	6.35293793166376
CBX1P2	6.339532566300288
ZZEF1	6.335341875017528
C1QBP	6.3229842422149245
UTP11L	6.321494379383059
ENSAP2	6.319989030638203
RBM34	6.317538381734389
CDKN3	6.3093107747984005
	6.3075707120736135
	6.306295121137802
TEAD1	6.304175544413151
FAM126A	6.288777071170581
TSG101	6.288416521724572
SSBP3	6.280576439357847
DLEU1	6.280505197577575
HDDC2	6.269421135063358
SPARCL1	6.268801142287518
	6.261236062286198
FABP4	6.254452734607586
DPP8	6.253135345652251
SLC38A1	6.244264729174644
TMED10	6.237515373152257
	6.233580334888314
MEIS2	6.2328062863187
G3BP2	6.222039428568063
	6.219143451269611
KRIT1	6.213297437013094
TCEB1	6.207095297261162
EPN3	6.2039364649274535
SNRPA1	6.198373817287757
	6.192080220746224
SETD2	6.187511835343928
TKT	6.181772825400885
	6.175587659248071
	6.1669509516470935
	6.153593104283822
PPP1R12A	6.149693114365697
SMEK1	6.140635263887631
WWP1P1	6.138759068933382
AFG3L2	6.136865562744417
	6.136188510349109
PIR	6.1249008871526645
	6.1094934687201325
	6.109406530824777
	6.0979100230984375
EPS15	6.094253062168184
RIC8B	6.089047110470779
FBXL17	6.088047106923079
ETFDH	6.085725692798545
	6.081934216462808
ZBTB8OSP2	6.0731094296197075
SPAG9	6.0715259958704015
TIAL1	6.069535440781407
BID	6.065798303810409
ANK3	6.053310666032452
MRPL48	6.04636009514608
HSPA12A	6.043590048693204
ABLIM1	6.04219531481686
	6.032880136922303
SFXN1	6.026893023904049
	6.025521320368254
SYT7	6.022572416578608
DLG3	6.011498566746831
	6.006205457132525
IFT46	6.005717358432729
GPANK1	5.9965990635046715
ATP5J2	5.993306194188214
RSRC2	5.987816223941259
AKAP8L	5.974960381147692
CLGN	5.972198322524221
AREL1	5.968031591360834
TRIP10	5.967988964985357
CWC15	5.96000814214313
DDX5	5.95901911595935
CNOT7	5.954366258057202
COQ9	5.949656262956113
IPO7P2	5.941683374416718
	5.941624594073636
	5.939311987695255
MGST1	5.933953630425834
SREBF1	5.924390473290361
	5.912598222117775
SLC29A2	5.9058184788235435
AFF1	5.8990425039998415
PHF20L1	5.893601332002641
ZNF354A	5.891464425227412
	5.885164083798639
MCUR1	5.872028332010922
CCT8P1	5.871535870161055
EPS15L1	5.864790255088926
AMN1	5.860224895839266
UQCRB	5.85912172944737
C12orf73	5.855295934047791
TGIF2-C20orf24	5.836921496335372
IGF2BP2	5.83222424288688
	5.830419591050861
KIF16B	5.827061463395016
HIST1H2BD	5.825052202795413
CADPS2	5.822284204610867
TUBA3E	5.820350918380641
RPS4XP11	5.819923836843609
STXBP6	5.819527349817581
RPS17	5.811967923832078
SHFM1	5.811104782084449
REV1	5.810780416633969
SEPT4	5.806787098210504
MYO9A	5.800915287084456
MRPL33	5.800547361674475
C8orf59	5.800136640192084
ACAA2	5.799101023270802
SLC12A6	5.787852644745522
C10orf11	5.785690061985678
PITPNM1	5.784427982085254
ABR	5.782696481057582
TIFA	5.782614336711704
PRMT3	5.7757978189490915
PPA1	5.765588006209817
CHCHD3P3	5.763217535948608
DNAJC14	5.759531450036364
B3GALT2	5.753086792590402
KPNA1	5.742601836578421
UFD1L	5.739332013279271
	5.73367073759863
COA4	5.7330185377139955
FBXW2	5.723928678769553
RTN2	5.723157923900673
TAF9	5.7138304549528565
PNPLA8	5.706086367331261
RPL22	5.7003466533577445
SOD2	5.698818288363336
	5.697549103258884
	5.694224594071099
SENP2	5.691407018509807
SRP19	5.690080953871888
MICU1	5.689306581136706
	5.687106392570341
ESD	5.679392146464721
AASS	5.672727680917511
AP2S1	5.671503837493039
RAB14	5.666321481868776
	5.6645388922215805
ASPH	5.663829876869203
HAND1	5.660906125900529
KRCC1	5.658200745411594
ORC2	5.658142271648548
	5.656327074096413
	5.64814641698475
BMI1	5.645009064072699
ANKRD11	5.644482542044397
DENND4A	5.637752441821767
	5.637264421203451
PMVK	5.631551355388469
ARL1	5.6309085845013955
MICU2	5.630763760338314
RAD1	5.630185117052318
AARS	5.6263858016531945
NDUFA12	5.617982988805414
DIRAS1	5.6176756757418165
GUCY1A3	5.617509490940722
CCDC12	5.615156374327078
TMTC1	5.61378447726971
RBPMS2	5.613706653584387
NT5DC2	5.612462720657946
GOLPH3L	5.6118489299842516
BLM	5.605028794124072
LARP1	5.603576454572125
	5.602232211473315
GPX3	5.599052677063397
SHFM1P1	5.598793654442127
FNBP4	5.593607227908935
FAM136A	5.588255783614115
MTDH	5.587898169947079
FAM104B	5.587010550677012
ZNF271	5.584621343087146
MYPOP	5.575645282025293
LDHA	5.5723155567024
FAM46A	5.5683619460905245
NHEJ1	5.565638955173137
CREB1	5.56256142973551
TXNL4A	5.562246190034119
VAPB	5.560827926071277
PSMC3	5.559088289318181
ANK2	5.553864599348242
	5.550875894180249
HDDC3	5.549291552240656
GNB1	5.547107484999152
FAM222B	5.546956919096498
DNAJC1	5.544828647314639
RFK	5.543171166516891
VDAC1P1	5.5384182260513155
FAIM2	5.531429070401314
PRKAG2	5.5226037581893594
ALDOAP2	5.51552979698533
HECTD3	5.507252652322646
DPAGT1	5.50715621966418
OSBPL8	5.504712157915397
CKMT2	5.498847459197486
HTATIP2	5.49388258560809
ARL2BP	5.492868533197029
LRRC2	5.490316948372709
NDUFS6	5.4883279575707515
USP25	5.481006103205899
CD59	5.479953222625083
	5.46784559214333
OSBP	5.466384613880485
CENPV	5.462485086885763
GPD1	5.459092566498201
ING2	5.458398270232846
TAPT1	5.441594152175417
UBE2D3P1	5.439051535915241
BCL7B	5.4381249374268545
	5.431693560444254
DAAM1	5.4295748211542705
SDHB	5.429294696009696
PLAA	5.40828985187104
KLHL31	5.403260562415302
TAF12	5.399009334620737
RSPH3	5.393646616531425
TMX4	5.388756246839069
TOMM70A	5.388342012806906
QKI	5.385026337688684
TFPI	5.383739526912347
CBWD1	5.381432185922737
SGCB	5.37923554762967
HECTD1	5.378926743149034
MRPL24	5.3784282434972575
MLLT1	5.378175818129607
RPL23	5.372574260989868
ATAD3A	5.369243919234607
OPA3	5.369131133583887
TMEM178B	5.367254239590639
	5.365801887345991
	5.3614746019399036
RYK	5.361339810579199
TMUB1	5.356976075516338
PRODH	5.35466096459559
RPL26	5.354451411232368
	5.342855250830684
MTND5P10	5.337169023141954
APOO	5.334181663130616
TUBA3D	5.3329338352164175
MARK3	5.328670793042045
GCLM	5.320060878616695
PTRH2	5.3174110940319546
LPCAT4	5.316594457457373
YIPF1	5.315802794822925
ZC3H8	5.3039186393594075
MAP3K5	5.296851850122119
HEY2	5.290445391920635
AP3S2	5.289643694891161
STX7	5.286123718507825
EIF4ENIF1	5.283542242236423
NHP2	5.280139392005311
S100A10	5.278836310327214
SRL	5.277252090936264
	5.272308069194082
MRPS31	5.270028561208716
TBX20	5.256364370826992
RNASEH1	5.254517603058062
HNRNPD	5.254119505901539
RD3L	5.250560391616334
C8orf76	5.250246186800366
PPP3CB	5.246962782892529
	5.245410649495026
UBXN1	5.244767135194537
CCDC58	5.244693562657043
HNRNPKP2	5.242702452359315
CEP104	5.240423958188002
RNF168	5.235674639662227
CCDC85C	5.234839835251517
MTERFD3	5.226868392918192
CCDC25	5.226706423806902
UXS1	5.2241407809983365
	5.223096359547649
	5.214011218289162
TPPP	5.210153213390073
PPP2R5C	5.208949971166337
CHD6	5.2082275909305595
MRPS5	5.203683675294787
ADH1A	5.202500366776269
MTFP1	5.202443839388047
TRIM16	5.201602312716876
ZNF605	5.194555341815911
GART	5.190601018671611
HUS1	5.1884974878719214
DPP4	5.179802697458985
	5.179478926637254
TMEM168	5.17495457208814
CAB39L	5.173999553465447
HADHB	5.167094312833451
MPDZ	5.160743029190433
CCDC58P1	5.159037624963159
FKBP14	5.155609180754903
BRMS1L	5.145122879912007
CCDC43	5.130938938329304
PPP3CC	5.1292246810662
LDHAP5	5.12828735488621
METTL8	5.1259807337697545
UBR5	5.12426716926358
ULK3	5.116517397510665
	5.1124410906134985
	5.11167687143095
ASB15	5.111415715869112
SUCLG1	5.10592333127578
BAZ2A	5.101411418439864
RNF19A	5.09123496788649
SYNC	5.090884725708555
PPP1R14B	5.0834728766980986
GADD45GIP1	5.083302575767851
WDFY3	5.082564194322574
CCDC132	5.082308241320266
	5.074482159847539
EYA3	5.06824708125687
	5.0676140304573725
HMGA1P8	5.0653083663943175
DIS3	5.064995264205342
PLA2G2A	5.064830600367638
FAM114A2	5.064731185239993
CSRP2	5.063829383104442
PVR	5.0619111644273
ABCC9	5.058529177945685
ATP6V0E1P2	5.057225662613348
TRIP11	5.05071523064792
SIRT2	5.045490263368858
ZNF385A	5.040929314598993
AGA	5.040761888247316
NUDT4	5.040568785309913
UBAP2	5.033803061472018
RNU6-1	5.030751964512798
RAB10	5.030433515364355
RPL38P4	5.020075728151035
RHEB	5.016424455659812
EGLN1	5.002430798777827
DCTN2	5.001245932274679
TCEAL8	4.999348037990598
EPN2	4.997942045640348
HERC2P2	4.996766314192799
NOP14	4.9867483048536
AHCY	4.9838057383901715
RC3H2	4.983694936431609
MRPL50	4.983108970422516
	4.982355478556738
TEFM	4.978672846015733
MAPKAP1	4.9783990351427905
SUMO1	4.975820169503227
OMA1	4.972691314330161
RFC4	4.9702579368519855
EFHC2	4.952300864284402
	4.95167994037719
WDR12	4.948545562926085
GSK3B	4.93178427271319
MFHAS1	4.927101681839245
TPT1P9	4.923383656233651
PLOD2	4.9208709920318325
HOPX	4.913498725943401
MARK1	4.903523594156492
RAB30	4.903158669817396
ADAM9	4.87832511616732
RPS18P12	4.874301064933698
RFWD2	4.8740493149847275
USP24	4.873937431955378
HOMER1	4.869425623156393
MYCBP2	4.868432887165678
CHCHD10	4.86702037612388
LMAN1	4.865816483015974
IDE	4.861629987871908
METTL7B	4.8599013501979345
CITED4	4.859581975975163
SIPA1L2	4.857421463500199
HSPB3	4.855479215719109
GRIN2A	4.8550183462735195
HERC2	4.853909262872985
RPL29P11	4.852896973468607
ANKRD40	4.852749268830872
UBE2J2	4.848604651260555
ITGB1	4.846677770260164
COA7	4.8451171450332184
COQ10A	4.844847452703632
SDAD1	4.841313974696453
SEC63	4.838809988328777
STK3	4.8386093021859296
WDR1	4.8353276085913475
GIT1	4.834433447200644
PBRM1	4.8338464737433355
ETF1	4.8331925034742715
UBE2L3	4.832697164752306
HSPA9	4.832301826044188
FXR2	4.8318384272550805
YY1AP1	4.83021643946327
RPL37P2	4.8290241645195895
TIMM44	4.825018598390209
SLC2A9	4.818260302041958
PDE4A	4.816735242376469
LRP4	4.815712622150003
IPO8P1	4.8113867660753336
ZNF32	4.805622053528467
HEATR5A	4.803109199279719
COX17	4.797940907198951
SUMO2P1	4.79713127834186
ENTPD6	4.795450376537566
DHX29	4.791966213443986
	4.791024050318295
CCDC91	4.781600987621973
GRSF1	4.778681814283584
ATP2A2	4.777454222754141
	4.776167031903657
ZNF174	4.775431509415517
VRK2	4.767413198758915
EIF2B3	4.761646967666843
	4.760867842278593
POPDC3	4.760219013844656
TMSB10P1	4.760088008685083
KRI1	4.7576868561872425
UBE2L2	4.754788681662201
MPRIPP1	4.754468294148586
BOP1	4.7525041279192655
DCP1A	4.752301021686746
PA2G4P2	4.752217922342167
LARP1B	4.750283102394625
TRMT10C	4.749389002481085
PSMB7	4.748499533704208
C2orf43	4.740001668504713
ERP29P1	4.739958074306745
IRX4	4.739768489386272
RPL7AP30	4.736085648910003
STK40	4.730985840226419
C3	4.730185026763946
DUSP13	4.726186157710889
CBX3P9	4.723825643564115
WDR60	4.722437485629291
CACNB2	4.7223441752416955
PDCD6IP	4.722275957829282
KEAP1	4.717348439131443
SPAG7	4.716779697670722
DNAJB11	4.712184353603514
PLGRKT	4.707912968190614
MAPKAPK3	4.706781658419522
RWDD4	4.705012857554692
	4.704994166778025
SRRD	4.702284653738134
SEMA6B	4.697222681545758
	4.696789588763546
GTPBP8	4.695615215138164
	4.6912788864637385
RRP15	4.68564562052239
BCLAF1	4.681439591276318
ATP5E	4.680777071801448
	4.67945783626392
RBM28	4.679216380584179
EML1	4.67584894574243
	4.665100655211822
RARRES1	4.660336658033172
MRPL28	4.656996852302633
SERBP1P5	4.65127759216667
	4.65014590601902
GPRC5B	4.632638620973362
RPRD1A	4.632295318519627
	4.631373986826996
MKRN1	4.626412026461589
B4GALT4	4.625824138897089
UBXN7	4.625785767187543
ZNF807	4.6249287894386715
